Dates,Times,CheckoutDur,title
2007-03-08,17:50:00,21,"time travelers wife"
2007-03-10,16:51:00,6,"time travelers wife a novel"
2007-03-10,14:29:00,19,"time travelers wife a novel"
2007-03-10,14:29:00,22,"time travelers wife a novel"
2007-03-10,11:51:00,25,"time travelers wife a novel"
2007-03-10,11:51:00,26,"time travelers wife a novel"
2007-03-12,19:00:00,11,"time travelers wife a novel"
2007-03-12,19:00:00,16,"time travelers wife a novel"
2007-03-12,19:00:00,17,"time travelers wife a novel"
2007-03-14,11:52:00,0,"time travelers wife a novel"
2007-03-14,11:52:00,2,"time travelers wife a novel"
2007-03-15,17:39:00,12,"time travelers wife a novel"
2007-03-15,17:39:00,13,"time travelers wife a novel"
2007-03-15,15:25:00,25,"time travelers wife"
2007-03-15,15:25:00,27,"time travelers wife"
2007-03-15,15:25:00,28,"time travelers wife"
2007-03-16,16:16:00,21,"time travelers wife a novel"
2007-03-17,16:39:00,22,"time travelers wife a novel"
2007-03-17,16:39:00,25,"time travelers wife a novel"
2007-03-17,16:39:00,27,"time travelers wife a novel"
2007-03-18,12:22:00,19,"time travelers wife a novel"
2007-03-18,12:22:00,23,"time travelers wife a novel"
2007-03-18,16:45:00,23,"time travelers wife"
2007-03-18,16:45:00,25,"time travelers wife"
2007-03-18,12:22:00,36,"time travelers wife a novel"
2007-03-18,12:22:00,37,"time travelers wife a novel"
2007-03-19,19:52:00,31,"time travelers wife"
2007-03-19,19:52:00,34,"time travelers wife"
2007-03-20,15:24:00,15,"time travelers wife a novel"
2007-03-20,18:11:00,21,"time travelers wife a novel"
2007-03-21,18:58:00,9,"time travelers wife a novel"
2007-03-21,18:34:00,19,"time travelers wife"
2007-03-21,11:19:00,21,"time travelers wife a novel"
2007-03-21,18:34:00,22,"time travelers wife"
2007-03-23,17:47:00,24,"time travelers wife a novel"
2007-03-28,13:04:00,6,"time travelers wife a novel"
2007-03-28,13:04:00,14,"time travelers wife a novel"
2007-03-28,13:04:00,14,"time travelers wife a novel"
2007-03-28,16:43:00,20,"Sigan yohaengja ui anae The time travelers wife"
2007-03-28,16:46:00,20,"Sigan yohaengja ui anae The time travelers wife"
2007-03-28,19:21:00,21,"time travelers wife a novel"
2007-03-28,13:04:00,27,"time travelers wife a novel"
2007-03-28,13:04:00,28,"time travelers wife a novel"
2007-03-28,19:21:00,35,"time travelers wife a novel"
2007-03-28,19:21:00,36,"time travelers wife a novel"
2007-03-31,12:17:00,46,"time travelers wife a novel"
2007-04-02,19:31:00,3,"time travelers wife a novel"
2007-04-02,19:31:00,3,"time travelers wife a novel"
2007-04-02,16:35:00,32,"time travelers wife a novel"
2007-04-03,18:00:00,13,"time travelers wife"
2007-04-03,18:00:00,13,"time travelers wife"
2007-04-03,17:39:00,25,"time travelers wife a novel"
2007-04-03,17:39:00,26,"time travelers wife a novel"
2007-04-04,19:25:00,20,"time travelers wife"
2007-04-04,19:25:00,25,"time travelers wife"
2007-04-04,19:25:00,26,"time travelers wife"
2007-04-05,18:05:00,9,"time travelers wife"
2007-04-06,16:24:00,11,"time travelers wife a novel"
2007-04-06,14:44:00,13,"time travelers wife a novel"
2007-04-06,16:24:00,16,"time travelers wife a novel"
2007-04-07,13:06:00,0,"time travelers wife"
2007-04-07,13:06:00,3,"time travelers wife"
2007-04-07,16:45:00,6,"time travelers wife a novel"
2007-04-07,16:45:00,11,"time travelers wife a novel"
2007-04-09,17:24:00,3,"time travelers wife a novel"
2007-04-09,17:24:00,8,"time travelers wife a novel"
2007-04-10,17:28:00,24,"time travelers wife"
2007-04-11,13:52:00,16,"time travelers wife a novel"
2007-04-11,19:56:00,20,"time travelers wife"
2007-04-11,19:56:00,25,"time travelers wife"
2007-04-11,18:42:00,29,"time travelers wife a novel"
2007-04-11,19:56:00,35,"time travelers wife"
2007-04-11,19:56:00,39,"time travelers wife"
2007-04-12,11:15:00,14,"time travelers wife a novel"
2007-04-12,17:23:00,41,"time travelers wife a novel"
2007-04-15,16:59:00,13,"time travelers wife a novel"
2007-04-15,16:59:00,16,"time travelers wife a novel"
2007-04-15,13:36:00,36,"time travelers wife a novel"
2007-04-15,13:36:00,38,"time travelers wife a novel"
2007-04-15,13:36:00,39,"time travelers wife a novel"
2007-04-18,14:50:00,19,"time travelers wife"
2007-04-18,12:47:00,35,"time travelers wife a novel"
2007-04-18,12:47:00,35,"time travelers wife a novel"
2007-04-19,11:14:00,10,"time travelers wife a novel"
2007-04-19,11:14:00,12,"time travelers wife a novel"
2007-04-19,18:57:00,20,"time travelers wife"
2007-04-19,17:21:00,21,"time travelers wife"
2007-04-19,18:19:00,21,"time travelers wife a novel"
2007-04-19,18:57:00,21,"time travelers wife"
2007-04-19,18:57:00,24,"time travelers wife"
2007-04-20,17:24:00,0,"time travelers wife"
2007-04-20,11:46:00,11,"time travelers wife"
2007-04-20,11:46:00,12,"time travelers wife"
2007-04-20,12:34:00,52,"time travelers wife a novel"
2007-04-21,16:37:00,34,"time travelers wife a novel"
2007-04-24,13:09:00,21,"time travelers wife"
2007-04-24,13:09:00,22,"time travelers wife"
2007-04-24,13:09:00,23,"time travelers wife"
2007-04-25,19:32:00,15,"time travelers wife"
2007-04-25,19:21:00,26,"time travelers wife a novel"
2007-04-26,16:48:00,0,"time travelers wife a novel"
2007-04-26,16:48:00,4,"time travelers wife a novel"
2007-04-26,13:06:00,28,"time travelers wife a novel"
2007-04-28,13:33:00,8,"time travelers wife a novel"
2007-04-28,14:47:00,23,"time travelers wife a novel"
2007-04-28,14:47:00,24,"time travelers wife a novel"
2007-04-28,16:20:00,26,"time travelers wife a novel"
2007-04-28,11:41:00,30,"time travelers wife"
2007-04-28,11:41:00,31,"time travelers wife"
2007-04-30,13:16:00,20,"time travelers wife a novel"
2007-05-01,13:30:00,12,"time travelers wife a novel"
2007-05-01,17:59:00,16,"time travelers wife a novel"
2007-05-01,17:59:00,19,"time travelers wife a novel"
2007-05-01,17:59:00,21,"time travelers wife a novel"
2007-05-03,11:28:00,0,"time travelers wife a novel"
2007-05-04,12:33:00,9,"time travelers wife"
2007-05-04,15:02:00,11,"time travelers wife a novel"
2007-05-09,19:29:00,7,"time travelers wife a novel"
2007-05-09,19:29:00,8,"time travelers wife a novel"
2007-05-09,19:35:00,11,"time travelers wife a novel"
2007-05-10,13:48:00,4,"time travelers wife"
2007-05-10,13:48:00,5,"time travelers wife"
2007-05-10,13:48:00,19,"time travelers wife"
2007-05-10,13:48:00,19,"time travelers wife"
2007-05-10,13:57:00,31,"time travelers wife"
2007-05-10,13:57:00,33,"time travelers wife"
2007-05-10,13:17:00,34,"time travelers wife a novel"
2007-05-10,13:17:00,34,"time travelers wife a novel"
2007-05-10,13:17:00,46,"time travelers wife a novel"
2007-05-10,13:17:00,46,"time travelers wife a novel"
2007-05-11,13:06:00,4,"time travelers wife"
2007-05-11,13:06:00,7,"time travelers wife"
2007-05-11,17:40:00,10,"time travelers wife a novel"
2007-05-11,17:40:00,13,"time travelers wife a novel"
2007-05-13,14:20:00,12,"time travelers wife a novel"
2007-05-15,12:26:00,5,"time travelers wife"
2007-05-15,12:26:00,7,"time travelers wife"
2007-05-16,12:34:00,0,"time travelers wife a novel"
2007-05-16,12:34:00,1,"time travelers wife a novel"
2007-05-16,12:39:00,8,"time travelers wife a novel"
2007-05-16,12:39:00,12,"time travelers wife a novel"
2007-05-18,14:31:00,34,"time travelers wife"
2007-05-18,14:31:00,34,"time travelers wife"
2007-05-18,14:31:00,38,"time travelers wife"
2007-05-19,15:30:00,2,"time travelers wife a novel"
2007-05-21,18:01:00,22,"time travelers wife a novel"
2007-05-23,14:45:00,16,"time travelers wife a novel"
2007-05-23,14:45:00,18,"time travelers wife a novel"
2007-05-23,16:58:00,27,"time travelers wife"
2007-05-24,16:28:00,21,"time travelers wife a novel"
2007-05-24,11:07:00,22,"time travelers wife"
2007-05-24,16:28:00,27,"time travelers wife a novel"
2007-05-24,13:16:00,29,"time travelers wife a novel"
2007-05-24,11:07:00,40,"time travelers wife"
2007-05-24,16:28:00,41,"time travelers wife a novel"
2007-05-24,16:28:00,42,"time travelers wife a novel"
2007-05-24,11:07:00,43,"time travelers wife"
2007-05-25,15:09:00,13,"time travelers wife"
2007-05-25,10:14:00,33,"time travelers wife a novel"
2007-05-26,11:29:00,15,"time travelers wife a novel"
2007-05-26,11:29:00,15,"time travelers wife a novel"
2007-05-26,17:15:00,15,"time travelers wife a novel"
2007-05-26,17:15:00,18,"time travelers wife a novel"
2007-05-29,13:27:00,0,"time travelers wife"
2007-05-29,19:14:00,19,"time travelers wife a novel"
2007-05-29,19:14:00,20,"time travelers wife a novel"
2007-05-29,13:37:00,22,"time travelers wife"
2007-05-29,13:37:00,23,"time travelers wife"
2007-05-29,19:03:00,24,"time travelers wife a novel"
2007-05-29,19:03:00,29,"time travelers wife a novel"
2007-05-29,19:03:00,30,"time travelers wife a novel"
2007-05-31,19:46:00,20,"time travelers wife a novel"
2007-05-31,15:23:00,28,"time travelers wife a novel"
2007-06-01,10:58:00,24,"time travelers wife a novel"
2007-06-01,14:11:00,24,"time travelers wife"
2007-06-01,12:55:00,24,"time travelers wife"
2007-06-01,14:40:00,27,"time travelers wife a novel"
2007-06-01,14:11:00,27,"time travelers wife"
2007-06-01,14:40:00,35,"time travelers wife a novel"
2007-06-01,14:40:00,39,"time travelers wife a novel"
2007-06-04,17:05:00,24,"time travelers wife a novel"
2007-06-04,14:05:00,25,"time travelers wife a novel"
2007-06-04,14:05:00,27,"time travelers wife a novel"
2007-06-04,13:09:00,28,"time travelers wife a novel"
2007-06-05,15:01:00,8,"time travelers wife a novel"
2007-06-05,15:01:00,8,"time travelers wife a novel"
2007-06-05,15:01:00,10,"time travelers wife a novel"
2007-06-05,18:21:00,22,"time travelers wife a novel"
2007-06-05,13:40:00,23,"time travelers wife"
2007-06-05,18:21:00,23,"time travelers wife a novel"
2007-06-05,13:40:00,38,"time travelers wife"
2007-06-05,13:40:00,41,"time travelers wife"
2007-06-06,16:03:00,7,"time travelers wife a novel"
2007-06-06,16:03:00,12,"time travelers wife a novel"
2007-06-06,14:40:00,16,"time travelers wife a novel"
2007-06-06,16:03:00,29,"time travelers wife a novel"
2007-06-06,16:03:00,40,"time travelers wife a novel"
2007-06-06,16:03:00,61,"time travelers wife a novel"
2007-06-07,11:20:00,28,"time travelers wife"
2007-06-07,11:20:00,35,"time travelers wife"
2007-06-07,11:20:00,41,"time travelers wife"
2007-06-08,17:00:00,10,"time travelers wife a novel"
2007-06-08,17:00:00,13,"time travelers wife a novel"
2007-06-08,17:00:00,16,"time travelers wife a novel"
2007-06-09,17:16:00,7,"time travelers wife"
2007-06-09,16:46:00,18,"time travelers wife a novel"
2007-06-09,16:46:00,30,"time travelers wife a novel"
2007-06-09,16:46:00,44,"time travelers wife a novel"
2007-06-09,16:46:00,45,"time travelers wife a novel"
2007-06-10,16:46:00,32,"time travelers wife a novel"
2007-06-10,16:46:00,36,"time travelers wife a novel"
2007-06-10,16:46:00,39,"time travelers wife a novel"
2007-06-10,16:46:00,52,"time travelers wife a novel"
2007-06-14,17:04:00,10,"time travelers wife a novel"
2007-06-14,17:04:00,14,"time travelers wife a novel"
2007-06-15,16:56:00,17,"time travelers wife"
2007-06-15,16:30:00,19,"time travelers wife a novel"
2007-06-15,16:30:00,20,"time travelers wife a novel"
2007-06-15,15:25:00,26,"time travelers wife a novel"
2007-06-15,15:25:00,29,"time travelers wife a novel"
2007-06-15,15:25:00,33,"time travelers wife a novel"
2007-06-15,15:27:00,34,"time travelers wife a novel"
2007-06-15,15:27:00,34,"time travelers wife a novel"
2007-06-16,13:05:00,11,"time travelers wife a novel"
2007-06-16,10:14:00,21,"time travelers wife a novel"
2007-06-17,13:40:00,6,"Sigan yohaengja ui anae The time travelers wife"
2007-06-20,16:27:00,7,"time travelers wife a novel"
2007-06-20,18:13:00,11,"time travelers wife"
2007-06-22,14:28:00,0,"time travelers wife"
2007-06-22,14:28:00,3,"time travelers wife"
2007-06-25,11:35:00,8,"time travelers wife a novel"
2007-06-26,19:02:00,6,"time travelers wife"
2007-06-26,19:02:00,9,"time travelers wife"
2007-06-26,19:02:00,12,"time travelers wife"
2007-06-26,19:02:00,24,"time travelers wife"
2007-06-26,19:02:00,28,"time travelers wife"
2007-06-26,19:02:00,29,"time travelers wife"
2007-06-27,18:06:00,23,"time travelers wife a novel"
2007-06-27,18:06:00,28,"time travelers wife a novel"
2007-06-28,11:52:00,15,"time travelers wife a novel"
2007-06-28,11:52:00,19,"time travelers wife a novel"
2007-06-28,13:05:00,21,"time travelers wife a novel"
2007-06-28,13:05:00,31,"time travelers wife a novel"
2007-06-28,13:05:00,32,"time travelers wife a novel"
2007-06-28,11:52:00,48,"time travelers wife a novel"
2007-06-28,14:18:00,55,"time travelers wife"
2007-06-28,14:18:00,56,"time travelers wife"
2007-06-29,11:37:00,6,"time travelers wife a novel"
2007-06-29,11:37:00,10,"time travelers wife a novel"
2007-06-29,11:37:00,11,"time travelers wife a novel"
2007-06-30,13:37:00,22,"time travelers wife a novel"
2007-06-30,13:37:00,38,"time travelers wife a novel"
2007-07-01,16:26:00,7,"time travelers wife a novel"
2007-07-01,14:20:00,8,"time travelers wife"
2007-07-01,16:26:00,8,"time travelers wife a novel"
2007-07-01,14:20:00,11,"time travelers wife"
2007-07-01,14:20:00,23,"time travelers wife"
2007-07-01,16:26:00,23,"time travelers wife a novel"
2007-07-01,14:21:00,25,"time travelers wife a novel"
2007-07-02,13:16:00,13,"time travelers wife a novel"
2007-07-02,13:16:00,15,"time travelers wife a novel"
2007-07-03,13:47:00,0,"time travelers wife"
2007-07-03,13:47:00,4,"time travelers wife"
2007-07-03,14:18:00,15,"time travelers wife a novel"
2007-07-03,16:27:00,21,"time travelers wife a novel"
2007-07-05,12:23:00,13,"time travelers wife a novel"
2007-07-05,12:23:00,13,"time travelers wife a novel"
2007-07-05,15:26:00,19,"time travelers wife"
2007-07-05,19:31:00,22,"time travelers wife"
2007-07-05,19:31:00,25,"time travelers wife"
2007-07-05,19:31:00,26,"time travelers wife"
2007-07-05,19:31:00,38,"time travelers wife"
2007-07-06,10:31:00,25,"time travelers wife"
2007-07-06,10:31:00,26,"time travelers wife"
2007-07-06,10:31:00,38,"time travelers wife"
2007-07-06,10:31:00,39,"time travelers wife"
2007-07-07,14:12:00,7,"Sigan yohaengja ui anae The time travelers wife"
2007-07-07,17:11:00,18,"time travelers wife a novel"
2007-07-09,12:05:00,10,"time travelers wife a novel"
2007-07-09,14:19:00,20,"time travelers wife"
2007-07-09,14:19:00,21,"time travelers wife"
2007-07-09,12:05:00,22,"time travelers wife a novel"
2007-07-11,11:49:00,41,"time travelers wife a novel"
2007-07-12,18:13:00,0,"time travelers wife a novel"
2007-07-12,18:13:00,3,"time travelers wife a novel"
2007-07-12,18:13:00,4,"time travelers wife a novel"
2007-07-12,13:14:00,18,"time travelers wife a novel"
2007-07-12,13:14:00,21,"time travelers wife a novel"
2007-07-12,13:14:00,21,"time travelers wife a novel"
2007-07-12,13:14:00,35,"time travelers wife a novel"
2007-07-13,15:58:00,34,"time travelers wife a novel"
2007-07-14,16:54:00,7,"time travelers wife"
2007-07-14,16:54:00,8,"time travelers wife"
2007-07-14,14:21:00,10,"Sigan yohaengja ui anae The time travelers wife"
2007-07-15,16:14:00,27,"time travelers wife"
2007-07-15,16:14:00,40,"time travelers wife"
2007-07-15,16:14:00,43,"time travelers wife"
2007-07-18,17:22:00,18,"time travelers wife a novel"
2007-07-18,16:26:00,19,"time travelers wife a novel"
2007-07-18,16:26:00,20,"time travelers wife a novel"
2007-07-18,15:41:00,28,"time travelers wife a novel"
2007-07-18,15:41:00,33,"time travelers wife a novel"
2007-07-19,19:41:00,28,"time travelers wife a novel"
2007-07-20,12:57:00,24,"time travelers wife a novel"
2007-07-20,12:57:00,25,"time travelers wife a novel"
2007-07-21,10:40:00,7,"time travelers wife a novel"
2007-07-21,10:40:00,10,"time travelers wife a novel"
2007-07-21,14:30:00,20,"time travelers wife a novel"
2007-07-21,14:30:00,26,"time travelers wife a novel"
2007-07-21,10:40:00,33,"time travelers wife a novel"
2007-07-21,10:40:00,37,"time travelers wife a novel"
2007-07-22,16:32:00,14,"time travelers wife a novel"
2007-07-22,16:32:00,18,"time travelers wife a novel"
2007-07-22,16:32:00,21,"time travelers wife a novel"
2007-07-23,13:01:00,3,"time travelers wife a novel"
2007-07-23,13:01:00,9,"time travelers wife a novel"
2007-07-23,13:01:00,29,"time travelers wife a novel"
2007-07-23,18:56:00,29,"time travelers wife"
2007-07-23,18:56:00,31,"time travelers wife"
2007-07-23,13:01:00,43,"time travelers wife a novel"
2007-07-23,13:01:00,43,"time travelers wife a novel"
2007-07-23,18:56:00,45,"time travelers wife"
2007-07-23,18:56:00,45,"time travelers wife"
2007-07-23,18:56:00,48,"time travelers wife"
2007-07-23,18:56:00,49,"time travelers wife"
2007-07-23,14:22:00,64,"time travelers wife"
2007-07-23,14:22:00,82,"time travelers wife"
2007-07-23,14:22:00,87,"time travelers wife"
2007-07-25,13:02:00,9,"time travelers wife a novel"
2007-07-25,13:02:00,15,"time travelers wife a novel"
2007-07-26,19:30:00,11,"time travelers wife"
2007-07-26,19:30:00,12,"time travelers wife"
2007-07-26,17:29:00,14,"time travelers wife"
2007-07-26,15:43:00,19,"time travelers wife a novel"
2007-07-26,15:43:00,21,"time travelers wife a novel"
2007-07-26,12:41:00,26,"time travelers wife"
2007-07-27,15:53:00,64,"time travelers wife a novel"
2007-08-02,14:27:00,16,"time travelers wife a novel"
2007-08-02,18:59:00,19,"time travelers wife"
2007-08-02,18:59:00,21,"time travelers wife"
2007-08-02,18:59:00,24,"time travelers wife"
2007-08-02,18:59:00,47,"time travelers wife"
2007-08-02,18:59:00,52,"time travelers wife"
2007-08-03,16:56:00,6,"time travelers wife a novel"
2007-08-03,16:18:00,15,"time travelers wife a novel"
2007-08-04,12:54:00,7,"time travelers wife a novel"
2007-08-05,14:03:00,20,"time travelers wife"
2007-08-05,14:03:00,22,"time travelers wife"
2007-08-05,14:03:00,31,"time travelers wife"
2007-08-05,14:03:00,32,"time travelers wife"
2007-08-06,15:03:00,20,"Sigan yohaengja ui anae The time travelers wife"
2007-08-06,15:03:00,20,"Sigan yohaengja ui anae The time travelers wife"
2007-08-06,13:19:00,30,"time travelers wife a novel"
2007-08-06,13:19:00,30,"time travelers wife a novel"
2007-08-07,15:53:00,14,"time travelers wife a novel"
2007-08-07,15:53:00,22,"time travelers wife a novel"
2007-08-07,15:53:00,30,"time travelers wife a novel"
2007-08-08,15:01:00,19,"time travelers wife a novel"
2007-08-08,15:01:00,29,"time travelers wife a novel"
2007-08-08,15:01:00,32,"time travelers wife a novel"
2007-08-08,15:01:00,35,"time travelers wife a novel"
2007-08-08,15:01:00,36,"time travelers wife a novel"
2007-08-09,11:23:00,15,"time travelers wife"
2007-08-09,11:23:00,18,"time travelers wife"
2007-08-09,11:23:00,19,"time travelers wife"
2007-08-10,12:51:00,17,"time travelers wife a novel"
2007-08-13,15:55:00,22,"time travelers wife a novel"
2007-08-13,17:43:00,23,"time travelers wife a novel"
2007-08-13,15:55:00,24,"time travelers wife a novel"
2007-08-14,17:51:00,20,"time travelers wife a novel"
2007-08-14,17:51:00,27,"time travelers wife a novel"
2007-08-15,14:03:00,15,"time travelers wife a novel"
2007-08-15,16:56:00,24,"time travelers wife a novel"
2007-08-15,16:56:00,26,"time travelers wife a novel"
2007-08-15,14:03:00,33,"time travelers wife a novel"
2007-08-15,14:03:00,34,"time travelers wife a novel"
2007-08-15,14:03:00,61,"time travelers wife a novel"
2007-08-16,14:39:00,13,"time travelers wife a novel"
2007-08-16,14:39:00,13,"time travelers wife a novel"
2007-08-19,15:03:00,8,"time travelers wife"
2007-08-19,15:03:00,8,"time travelers wife"
2007-08-19,15:40:00,25,"time travelers wife"
2007-08-19,15:40:00,29,"time travelers wife"
2007-08-19,15:40:00,42,"time travelers wife"
2007-08-19,15:40:00,43,"time travelers wife"
2007-08-21,15:35:00,7,"time travelers wife a novel"
2007-08-21,16:03:00,14,"time travelers wife a novel"
2007-08-21,19:54:00,14,"time travelers wife a novel"
2007-08-21,16:03:00,15,"time travelers wife a novel"
2007-08-21,16:03:00,19,"time travelers wife a novel"
2007-08-21,15:17:00,33,"time travelers wife a novel"
2007-08-22,13:10:00,0,"time travelers wife a novel"
2007-08-22,18:12:00,28,"time travelers wife a novel"
2007-08-22,11:56:00,29,"time travelers wife a novel"
2007-08-22,18:59:00,28,"time travelers wife"
2007-08-22,18:12:00,30,"time travelers wife a novel"
2007-08-22,18:59:00,34,"time travelers wife"
2007-08-22,18:59:00,35,"time travelers wife"
2007-08-23,15:54:00,26,"time travelers wife a novel"
2007-08-24,10:39:00,25,"time travelers wife a novel"
2007-08-24,10:39:00,26,"time travelers wife a novel"
2007-08-25,17:42:00,15,"time travelers wife"
2007-08-25,16:06:00,16,"time travelers wife a novel"
2007-08-25,17:42:00,17,"time travelers wife"
2007-08-25,16:06:00,18,"time travelers wife a novel"
2007-08-25,15:36:00,27,"time travelers wife a novel"
2007-08-28,15:22:00,21,"time travelers wife a novel"
2007-08-28,15:22:00,23,"time travelers wife a novel"
2007-08-28,15:22:00,26,"time travelers wife a novel"
2007-08-29,18:17:00,16,"time travelers wife"
2007-08-29,18:17:00,18,"time travelers wife"
2007-08-29,15:44:00,25,"Sigan yohaengja ui anae The time travelers wife"
2007-08-29,15:45:00,25,"Sigan yohaengja ui anae The time travelers wife"
2007-08-29,18:17:00,32,"time travelers wife"
2007-08-29,18:17:00,33,"time travelers wife"
2007-08-30,11:06:00,10,"time travelers wife a novel"
2007-08-30,16:42:00,12,"time travelers wife a novel"
2007-08-30,14:17:00,47,"time travelers wife"
2007-08-31,15:44:00,22,"time travelers wife"
2007-08-31,15:44:00,26,"time travelers wife"
2007-08-31,15:44:00,26,"time travelers wife"
2007-09-02,13:27:00,29,"time travelers wife a novel"
2007-09-02,13:27:00,32,"time travelers wife a novel"
2007-09-02,13:27:00,38,"time travelers wife a novel"
2007-09-04,18:51:00,16,"time travelers wife"
2007-09-07,12:55:00,10,"time travelers wife a novel"
2007-09-07,12:55:00,10,"time travelers wife a novel"
2007-09-07,14:12:00,20,"time travelers wife"
2007-09-07,14:12:00,27,"time travelers wife"
2007-09-07,14:12:00,34,"time travelers wife"
2007-09-07,10:38:00,52,"time travelers wife a novel"
2007-09-08,15:28:00,16,"time travelers wife a novel"
2007-09-08,11:40:00,29,"time travelers wife a novel"
2007-09-08,11:40:00,31,"time travelers wife a novel"
2007-09-10,13:02:00,21,"time travelers wife a novel"
2007-09-13,14:30:00,17,"time travelers wife"
2007-09-13,14:02:00,19,"time travelers wife"
2007-09-13,17:54:00,29,"time travelers wife a novel"
2007-09-13,17:54:00,31,"time travelers wife a novel"
2007-09-14,14:36:00,23,"time travelers wife a novel"
2007-09-14,14:36:00,26,"time travelers wife a novel"
2007-09-14,14:36:00,26,"time travelers wife a novel"
2007-09-15,14:42:00,20,"time travelers wife a novel"
2007-09-15,14:42:00,24,"time travelers wife a novel"
2007-09-15,14:42:00,24,"time travelers wife a novel"
2007-09-18,15:19:00,15,"time travelers wife a novel"
2007-09-18,15:19:00,21,"time travelers wife a novel"
2007-09-19,17:39:00,39,"time travelers wife a novel"
2007-09-19,17:39:00,51,"time travelers wife a novel"
2007-09-19,17:39:00,216,"time travelers wife a novel"
2007-09-19,17:39:00,216,"time travelers wife a novel"
2007-09-21,16:02:00,10,"time travelers wife a novel"
2007-09-21,16:02:00,12,"time travelers wife a novel"
2007-09-25,13:57:00,18,"time travelers wife a novel"
2007-09-25,10:22:00,24,"time travelers wife"
2007-09-26,11:24:00,0,"time travelers wife a novel"
2007-09-26,11:24:00,2,"time travelers wife a novel"
2007-09-26,11:24:00,5,"time travelers wife a novel"
2007-09-26,17:45:00,7,"time travelers wife"
2007-09-27,18:41:00,0,"time travelers wife a novel"
2007-09-27,18:41:00,13,"time travelers wife a novel"
2007-09-27,18:41:00,21,"time travelers wife a novel"
2007-09-27,14:58:00,54,"Sigan yohaengja ui anae The time travelers wife"
2007-09-27,14:58:00,54,"Sigan yohaengja ui anae The time travelers wife"
2007-09-28,17:40:00,30,"time travelers wife a novel"
2007-10-02,18:06:00,26,"time travelers wife a novel"
2007-10-02,16:12:00,44,"time travelers wife a novel"
2007-10-03,17:59:00,0,"time travelers wife"
2007-10-03,17:59:00,1,"time travelers wife"
2007-10-04,11:03:00,9,"time travelers wife a novel"
2007-10-06,12:26:00,7,"time travelers wife a novel"
2007-10-06,12:26:00,9,"time travelers wife a novel"
2007-10-06,12:26:00,11,"time travelers wife a novel"
2007-10-06,17:05:00,26,"time travelers wife a novel"
2007-10-09,18:44:00,22,"time travelers wife"
2007-10-10,16:38:00,23,"time travelers wife"
2007-10-10,16:38:00,27,"time travelers wife"
2007-10-10,10:37:00,41,"time travelers wife"
2007-10-13,13:03:00,26,"time travelers wife a novel"
2007-10-13,13:03:00,27,"time travelers wife a novel"
2007-10-15,15:36:00,21,"time travelers wife a novel"
2007-10-16,17:31:00,16,"time travelers wife"
2007-10-16,14:04:00,31,"time travelers wife"
2007-10-17,19:38:00,16,"time travelers wife a novel"
2007-10-17,19:38:00,19,"time travelers wife a novel"
2007-10-17,18:33:00,21,"time travelers wife a novel"
2007-10-19,14:37:00,42,"time travelers wife a novel"
2007-10-20,10:46:00,15,"time travelers wife a novel"
2007-10-20,10:46:00,19,"time travelers wife a novel"
2007-10-20,14:42:00,21,"time travelers wife a novel"
2007-10-20,14:42:00,22,"time travelers wife a novel"
2007-10-20,14:42:00,23,"time travelers wife a novel"
2007-10-21,13:20:00,23,"time travelers wife"
2007-10-21,15:50:00,26,"time travelers wife"
2007-10-21,15:50:00,28,"time travelers wife"
2007-10-21,15:50:00,30,"time travelers wife"
2007-10-21,15:50:00,45,"time travelers wife"
2007-10-21,15:50:00,57,"time travelers wife"
2007-10-21,15:50:00,57,"time travelers wife"
2007-10-21,15:50:00,71,"time travelers wife"
2007-10-21,15:50:00,72,"time travelers wife"
2007-10-22,15:56:00,30,"time travelers wife a novel"
2007-10-22,15:56:00,39,"time travelers wife a novel"
2007-10-23,18:23:00,24,"time travelers wife a novel"
2007-10-23,18:23:00,26,"time travelers wife a novel"
2007-10-23,18:23:00,27,"time travelers wife a novel"
2007-10-24,17:47:00,22,"time travelers wife a novel"
2007-10-26,15:54:00,8,"time travelers wife a novel"
2007-10-26,15:54:00,9,"time travelers wife a novel"
2007-10-26,15:54:00,21,"time travelers wife a novel"
2007-10-26,16:58:00,23,"time travelers wife a novel"
2007-10-26,15:54:00,23,"time travelers wife a novel"
2007-10-26,16:58:00,25,"time travelers wife a novel"
2007-10-26,16:58:00,27,"time travelers wife a novel"
2007-10-27,17:52:00,19,"time travelers wife a novel"
2007-10-29,16:53:00,21,"time travelers wife a novel"
2007-10-29,16:53:00,29,"time travelers wife a novel"
2007-10-29,16:33:00,33,"time travelers wife"
2007-10-29,16:33:00,35,"time travelers wife"
2007-10-30,19:37:00,23,"time travelers wife a novel"
2007-10-30,19:37:00,38,"time travelers wife a novel"
2007-10-30,14:41:00,70,"time travelers wife a novel"
2007-10-30,14:41:00,72,"time travelers wife a novel"
2007-11-01,16:51:00,28,"time travelers wife a novel"
2007-11-01,16:51:00,34,"time travelers wife a novel"
2007-11-01,16:51:00,34,"time travelers wife a novel"
2007-11-04,14:03:00,12,"time travelers wife"
2007-11-04,15:31:00,18,"time travelers wife"
2007-11-04,15:31:00,23,"time travelers wife"
2007-11-04,15:31:00,23,"time travelers wife"
2007-11-04,14:03:00,24,"time travelers wife"
2007-11-04,16:36:00,31,"time travelers wife"
2007-11-04,16:36:00,35,"time travelers wife"
