Dates,Times,CheckoutDur,title
2012-10-16,19:28:00,19,"fault in our stars"
2012-10-16,11:02:00,21,"fault in our stars"
2012-10-16,14:53:00,22,"fault in our stars"
2012-10-17,17:15:00,19,"fault in our stars"
2012-10-18,17:25:00,12,"fault in our stars"
2012-10-19,15:44:00,22,"fault in our stars"
2012-10-19,15:06:00,26,"fault in our stars"
2012-10-19,16:00:00,26,"fault in our stars"
2012-10-20,17:04:00,6,"fault in our stars"
2012-10-20,17:46:00,9,"fault in our stars"
2012-10-20,16:23:00,20,"fault in our stars"
2012-10-20,16:09:00,20,"fault in our stars"
2012-10-20,14:08:00,28,"fault in our stars"
2012-10-20,16:08:00,28,"fault in our stars"
2012-10-20,11:45:00,28,"fault in our stars"
2012-10-21,15:02:00,21,"fault in our stars"
2012-10-21,15:01:00,23,"fault in our stars"
2012-10-22,13:45:00,4,"fault in our stars"
2012-10-22,16:04:00,8,"fault in our stars"
2012-10-22,18:54:00,14,"fault in our stars"
2012-10-22,18:35:00,15,"fault in our stars"
2012-10-22,15:26:00,23,"fault in our stars"
2012-10-23,15:13:00,2,"fault in our stars"
2012-10-23,18:02:00,5,"fault in our stars"
2012-10-24,18:11:00,16,"fault in our stars"
2012-10-26,17:25:00,18,"fault in our stars"
2012-10-27,17:56:00,18,"fault in our stars"
2012-10-27,13:46:00,20,"fault in our stars"
2012-10-27,15:36:00,21,"fault in our stars"
2012-10-28,16:06:00,11,"fault in our stars"
2012-10-29,14:50:00,0,"fault in our stars"
2012-10-29,17:56:00,20,"fault in our stars"
2012-10-29,19:52:00,22,"fault in our stars"
2012-10-30,12:09:00,26,"fault in our stars"
2012-10-31,11:20:00,20,"fault in our stars"
2012-10-31,15:55:00,23,"fault in our stars"
2012-11-01,17:47:00,10,"fault in our stars"
2012-11-01,14:49:00,11,"fault in our stars"
2012-11-01,18:09:00,13,"fault in our stars"
2012-11-01,18:05:00,32,"fault in our stars"
2012-11-01,12:30:00,33,"fault in our stars"
2012-11-02,17:49:00,20,"fault in our stars"
2012-11-03,15:13:00,6,"fault in our stars"
2012-11-03,10:30:00,16,"fault in our stars"
2012-11-03,11:46:00,20,"fault in our stars"
2012-11-03,14:58:00,34,"fault in our stars"
2012-11-04,15:35:00,12,"fault in our stars"
2012-11-04,13:28:00,21,"fault in our stars"
2012-11-05,19:11:00,22,"fault in our stars"
2012-11-06,16:09:00,21,"fault in our stars"
2012-11-07,17:07:00,30,"fault in our stars"
2012-11-08,13:52:00,21,"fault in our stars"
2012-11-09,11:42:00,35,"fault in our stars"
2012-11-10,16:04:00,10,"fault in our stars"
2012-11-10,11:23:00,23,"fault in our stars"
2012-11-13,18:09:00,7,"fault in our stars"
2012-11-13,15:29:00,33,"fault in our stars"
2012-11-14,10:50:00,4,"fault in our stars"
2012-11-14,14:25:00,5,"fault in our stars"
2012-11-14,17:34:00,19,"fault in our stars"
2012-11-14,15:04:00,55,"fault in our stars"
2012-11-15,15:27:00,8,"fault in our stars"
2012-11-15,17:58:00,12,"fault in our stars"
2012-11-17,14:35:00,3,"fault in our stars"
2012-11-17,10:03:00,7,"fault in our stars"
2012-11-17,12:04:00,14,"fault in our stars"
2012-11-17,16:53:00,20,"fault in our stars"
2012-11-18,14:28:00,1,"fault in our stars"
2012-11-18,16:32:00,12,"fault in our stars"
2012-11-19,17:35:00,11,"fault in our stars"
2012-11-19,15:46:00,13,"fault in our stars"
2012-11-19,17:12:00,18,"fault in our stars"
2012-11-19,12:28:00,31,"fault in our stars"
2012-11-20,14:31:00,21,"fault in our stars"
2012-11-20,18:58:00,21,"fault in our stars"
2012-11-21,14:10:00,13,"fault in our stars"
2012-11-21,14:51:00,20,"fault in our stars"
2012-11-21,17:14:00,23,"fault in our stars"
2012-11-21,12:29:00,46,"fault in our stars"
2012-11-23,15:32:00,5,"fault in our stars"
2012-11-23,13:33:00,10,"fault in our stars"
2012-11-23,16:52:00,12,"fault in our stars"
2012-11-23,15:42:00,16,"fault in our stars"
2012-11-23,13:37:00,21,"fault in our stars"
2012-11-24,11:55:00,9,"fault in our stars"
2012-11-25,16:46:00,20,"fault in our stars"
2012-11-26,12:32:00,7,"fault in our stars"
2012-11-26,12:28:00,7,"fault in our stars"
2012-11-26,18:21:00,8,"fault in our stars"
2012-11-26,16:20:00,17,"fault in our stars"
2012-11-27,13:39:00,9,"fault in our stars"
2012-11-27,13:13:00,14,"fault in our stars"
2012-11-27,11:07:00,20,"fault in our stars"
2012-11-27,17:25:00,24,"fault in our stars"
2012-11-27,14:41:00,34,"fault in our stars"
2012-11-28,17:08:00,9,"fault in our stars"
2012-11-28,19:38:00,13,"fault in our stars"
2012-11-29,13:09:00,3,"fault in our stars"
2012-11-30,10:33:00,1,"fault in our stars"
2012-11-30,16:08:00,7,"fault in our stars"
2012-11-30,11:19:00,8,"fault in our stars"
2012-12-01,16:10:00,1,"fault in our stars"
2012-12-02,15:34:00,14,"fault in our stars"
2012-12-03,14:55:00,5,"fault in our stars"
2012-12-03,10:23:00,10,"fault in our stars"
2012-12-03,17:20:00,14,"fault in our stars"
2012-12-03,11:40:00,18,"fault in our stars"
2012-12-03,16:10:00,27,"fault in our stars"
2012-12-04,16:56:00,21,"fault in our stars"
2012-12-04,17:32:00,27,"fault in our stars"
2012-12-05,12:05:00,2,"fault in our stars"
2012-12-05,16:47:00,20,"fault in our stars"
2012-12-05,14:43:00,28,"fault in our stars"
2012-12-06,16:18:00,22,"fault in our stars"
2012-12-06,18:13:00,29,"fault in our stars"
2012-12-06,17:07:00,40,"fault in our stars"
2012-12-07,15:10:00,6,"fault in our stars"
2012-12-07,16:40:00,18,"fault in our stars"
2012-12-07,12:49:00,21,"fault in our stars"
2012-12-07,17:07:00,31,"fault in our stars"
2012-12-07,15:19:00,31,"fault in our stars"
2012-12-08,12:44:00,15,"fault in our stars"
2012-12-08,14:58:00,20,"fault in our stars"
2012-12-08,12:34:00,21,"fault in our stars"
2012-12-08,16:56:00,25,"fault in our stars"
2012-12-10,14:35:00,5,"fault in our stars"
2012-12-10,12:50:00,16,"fault in our stars"
2012-12-10,16:03:00,15,"fault in our stars"
2012-12-10,16:36:00,18,"fault in our stars"
2012-12-10,17:04:00,31,"fault in our stars"
2012-12-11,17:11:00,21,"fault in our stars"
2012-12-12,12:53:00,18,"fault in our stars"
2012-12-13,14:08:00,12,"fault in our stars"
2012-12-13,13:51:00,20,"fault in our stars"
2012-12-13,17:10:00,26,"fault in our stars"
2012-12-14,14:56:00,11,"fault in our stars"
2012-12-14,14:26:00,19,"fault in our stars"
2012-12-15,15:03:00,12,"fault in our stars"
2012-12-15,15:27:00,19,"fault in our stars"
2012-12-15,12:26:00,20,"fault in our stars"
2012-12-15,14:23:00,21,"fault in our stars"
2012-12-16,14:04:00,7,"fault in our stars"
2012-12-17,14:14:00,8,"fault in our stars"
2012-12-17,18:18:00,9,"fault in our stars"
2012-12-17,10:31:00,20,"fault in our stars"
2012-12-17,18:38:00,21,"fault in our stars"
2012-12-18,12:05:00,10,"fault in our stars"
2012-12-18,16:25:00,16,"fault in our stars"
2012-12-18,17:45:00,17,"fault in our stars"
2012-12-18,16:29:00,22,"fault in our stars"
2012-12-20,11:20:00,0,"fault in our stars"
2012-12-20,14:13:00,16,"fault in our stars"
2012-12-20,14:22:00,27,"fault in our stars"
2012-12-21,17:13:00,6,"fault in our stars"
2012-12-21,16:21:00,13,"fault in our stars"
2012-12-21,10:34:00,20,"fault in our stars"
2012-12-22,15:05:00,13,"fault in our stars"
2012-12-22,13:17:00,21,"fault in our stars"
2012-12-22,13:13:00,25,"fault in our stars"
2012-12-23,16:39:00,6,"fault in our stars"
2012-12-23,16:35:00,6,"fault in our stars"
2012-12-23,16:46:00,12,"fault in our stars"
2012-12-23,14:30:00,20,"fault in our stars"
2012-12-23,13:46:00,25,"fault in our stars"
2012-12-26,14:09:00,6,"fault in our stars"
2012-12-26,11:40:00,17,"fault in our stars"
2012-12-26,15:53:00,82,"fault in our stars"
2012-12-27,15:05:00,15,"fault in our stars"
2012-12-27,16:51:00,21,"fault in our stars"
2012-12-27,18:19:00,26,"fault in our stars"
2012-12-28,12:58:00,17,"fault in our stars"
2012-12-28,12:32:00,18,"fault in our stars"
2012-12-29,11:07:00,4,"fault in our stars"
2012-12-29,15:14:00,20,"fault in our stars"
2012-12-30,13:14:00,4,"fault in our stars"
2012-12-30,16:52:00,17,"fault in our stars"
2012-12-31,13:36:00,10,"fault in our stars"
2012-12-31,14:41:00,26,"fault in our stars"
2012-12-31,14:49:00,54,"fault in our stars"
2013-01-02,16:55:00,6,"fault in our stars"
2013-01-02,15:24:00,9,"fault in our stars"
2013-01-02,12:26:00,15,"fault in our stars"
2013-01-02,17:48:00,20,"fault in our stars"
2013-01-02,11:15:00,21,"fault in our stars"
2013-01-03,17:56:00,15,"fault in our stars"
2013-01-03,15:09:00,19,"fault in our stars"
2013-01-04,14:21:00,12,"fault in our stars"
2013-01-04,12:45:00,19,"fault in our stars"
2013-01-05,11:27:00,10,"fault in our stars"
2013-01-05,16:34:00,18,"fault in our stars"
2013-01-05,12:31:00,31,"fault in our stars"
2013-01-06,16:12:00,9,"fault in our stars"
2013-01-07,16:50:00,1,"fault in our stars"
2013-01-07,12:28:00,5,"fault in our stars"
2013-01-07,11:37:00,7,"fault in our stars"
2013-01-07,16:43:00,9,"fault in our stars"
2013-01-07,18:07:00,17,"fault in our stars"
2013-01-09,14:18:00,3,"fault in our stars"
2013-01-09,12:11:00,8,"fault in our stars"
2013-01-09,17:58:00,13,"fault in our stars"
2013-01-09,15:40:00,15,"fault in our stars"
2013-01-10,17:33:00,1,"fault in our stars"
2013-01-10,14:47:00,18,"fault in our stars"
2013-01-12,13:25:00,0,"fault in our stars"
2013-01-12,12:48:00,7,"fault in our stars"
2013-01-12,16:20:00,14,"fault in our stars"
2013-01-13,13:10:00,14,"fault in our stars"
2013-01-13,13:03:00,16,"fault in our stars"
2013-01-13,14:12:00,19,"fault in our stars"
2013-01-13,12:06:00,25,"fault in our stars"
2013-01-14,15:19:00,17,"fault in our stars"
2013-01-14,13:07:00,20,"fault in our stars"
2013-01-15,14:10:00,8,"fault in our stars"
2013-01-15,12:35:00,11,"fault in our stars"
2013-01-15,17:34:00,13,"fault in our stars"
2013-01-15,15:37:00,16,"fault in our stars"
2013-01-15,15:55:00,29,"fault in our stars"
2013-01-16,14:53:00,0,"fault in our stars"
2013-01-16,14:59:00,2,"fault in our stars"
2013-01-16,15:10:00,5,"fault in our stars"
2013-01-16,18:39:00,6,"fault in our stars"
2013-01-16,16:52:00,23,"fault in our stars"
2013-01-17,12:56:00,4,"fault in our stars"
2013-01-17,18:10:00,11,"fault in our stars"
2013-01-17,19:03:00,21,"fault in our stars"
2013-01-18,10:12:00,10,"fault in our stars"
2013-01-18,15:36:00,11,"fault in our stars"
2013-01-18,12:59:00,17,"fault in our stars"
2013-01-18,17:02:00,19,"fault in our stars"
2013-01-18,16:20:00,33,"fault in our stars"
2013-01-19,16:29:00,0,"fault in our stars"
2013-01-19,17:52:00,9,"fault in our stars"
2013-01-19,13:24:00,36,"fault in our stars"
2013-01-20,16:51:00,3,"fault in our stars"
2013-01-20,16:02:00,24,"fault in our stars"
2013-01-22,15:07:00,1,"fault in our stars"
2013-01-22,15:49:00,14,"fault in our stars"
2013-01-22,18:04:00,20,"fault in our stars"
2013-01-23,18:25:00,2,"fault in our stars"
2013-01-23,17:41:00,4,"fault in our stars"
2013-01-23,13:44:00,5,"fault in our stars"
2013-01-23,14:26:00,11,"fault in our stars"
2013-01-23,17:35:00,13,"fault in our stars"
2013-01-23,10:40:00,14,"fault in our stars"
2013-01-23,13:30:00,21,"fault in our stars"
2013-01-23,17:35:00,23,"fault in our stars"
2013-01-24,12:52:00,11,"fault in our stars"
2013-01-24,11:54:00,13,"fault in our stars"
2013-01-24,12:39:00,21,"fault in our stars"
2013-01-25,10:15:00,3,"fault in our stars"
2013-01-25,12:05:00,6,"fault in our stars"
2013-01-25,11:30:00,14,"fault in our stars"
2013-01-25,10:04:00,17,"fault in our stars"
2013-01-26,11:58:00,15,"fault in our stars"
2013-01-27,13:07:00,0,"fault in our stars"
2013-01-28,13:54:00,14,"fault in our stars"
2013-01-28,15:06:00,14,"fault in our stars"
2013-01-28,18:22:00,14,"fault in our stars"
2013-01-28,17:43:00,18,"fault in our stars"
2013-01-28,10:18:00,28,"fault in our stars"
2013-01-29,11:15:00,0,"fault in our stars"
2013-01-29,15:13:00,16,"fault in our stars"
2013-01-30,15:07:00,2,"fault in our stars"
2013-01-30,14:29:00,5,"fault in our stars"
2013-01-30,12:27:00,6,"fault in our stars"
2013-01-30,17:44:00,9,"fault in our stars"
2013-01-30,17:39:00,11,"fault in our stars"
2013-01-30,16:59:00,12,"fault in our stars"
2013-01-30,19:31:00,19,"fault in our stars"
2013-01-30,16:47:00,21,"fault in our stars"
2013-01-31,17:48:00,12,"fault in our stars"
2013-01-31,16:21:00,13,"fault in our stars"
2013-02-01,13:06:00,14,"fault in our stars"
2013-02-02,11:26:00,7,"fault in our stars"
2013-02-02,14:43:00,20,"fault in our stars"
2013-02-02,15:43:00,20,"fault in our stars"
2013-02-02,17:40:00,24,"fault in our stars"
2013-02-03,14:23:00,4,"fault in our stars"
2013-02-03,13:53:00,6,"fault in our stars"
2013-02-03,15:11:00,13,"fault in our stars"
2013-02-03,16:09:00,15,"fault in our stars"
2013-02-04,13:47:00,0,"fault in our stars"
2013-02-04,13:00:00,10,"fault in our stars"
2013-02-05,17:57:00,18,"fault in our stars"
2013-02-05,17:39:00,25,"fault in our stars"
2013-02-05,16:28:00,30,"fault in our stars"
2013-02-06,19:37:00,21,"fault in our stars"
2013-02-06,12:23:00,25,"fault in our stars"
2013-02-07,14:11:00,4,"fault in our stars"
2013-02-07,13:18:00,21,"fault in our stars"
2013-02-07,11:41:00,27,"fault in our stars"
2013-02-08,14:34:00,16,"fault in our stars"
2013-02-09,17:25:00,6,"fault in our stars"
2013-02-09,12:44:00,14,"fault in our stars"
2013-02-09,15:22:00,22,"fault in our stars"
2013-02-09,12:37:00,27,"fault in our stars"
2013-02-10,16:32:00,9,"fault in our stars"
2013-02-10,16:05:00,10,"fault in our stars"
2013-02-10,14:01:00,11,"fault in our stars"
2013-02-10,16:45:00,20,"fault in our stars"
2013-02-11,10:45:00,9,"fault in our stars"
2013-02-11,14:23:00,11,"fault in our stars"
2013-02-11,15:10:00,13,"fault in our stars"
2013-02-12,15:26:00,17,"fault in our stars"
2013-02-13,11:47:00,14,"fault in our stars"
2013-02-14,16:18:00,16,"fault in our stars"
2013-02-15,16:16:00,18,"fault in our stars"
2013-02-16,13:58:00,4,"fault in our stars"
2013-02-16,16:10:00,5,"fault in our stars"
2013-02-16,13:10:00,9,"fault in our stars"
2013-02-16,11:48:00,15,"fault in our stars"
2013-02-17,15:23:00,8,"fault in our stars"
2013-02-17,16:38:00,34,"fault in our stars"
2013-02-19,18:08:00,23,"fault in our stars"
2013-02-20,16:36:00,1,"fault in our stars"
2013-02-20,11:53:00,6,"fault in our stars"
2013-02-20,13:07:00,7,"fault in our stars"
2013-02-20,17:12:00,20,"fault in our stars"
2013-02-20,14:24:00,22,"fault in our stars"
2013-02-20,14:02:00,31,"fault in our stars"
2013-02-22,15:38:00,2,"fault in our stars"
2013-02-22,13:07:00,19,"fault in our stars"
2013-02-22,16:56:00,20,"fault in our stars"
2013-02-23,14:13:00,6,"fault in our stars"
2013-02-23,14:34:00,9,"fault in our stars"
2013-02-23,15:13:00,9,"fault in our stars"
2013-02-23,17:33:00,24,"fault in our stars"
2013-02-24,16:35:00,5,"fault in our stars"
2013-02-24,16:36:00,18,"fault in our stars"
2013-02-24,13:54:00,23,"fault in our stars"
2013-02-26,18:18:00,3,"fault in our stars"
2013-02-26,11:02:00,16,"fault in our stars"
2013-02-26,13:34:00,20,"fault in our stars"
2013-02-27,16:27:00,13,"fault in our stars"
2013-02-27,17:30:00,14,"fault in our stars"
2013-02-27,15:17:00,19,"fault in our stars"
2013-02-28,11:45:00,14,"fault in our stars"
2013-02-28,12:05:00,22,"fault in our stars"
2013-03-01,13:59:00,0,"fault in our stars"
2013-03-01,17:46:00,3,"fault in our stars"
2013-03-01,17:18:00,9,"fault in our stars"
2013-03-01,13:27:00,18,"fault in our stars"
2013-03-02,12:43:00,3,"fault in our stars"
2013-03-03,15:07:00,0,"fault in our stars"
2013-03-03,14:28:00,5,"fault in our stars"
2013-03-03,16:11:00,9,"fault in our stars"
2013-03-03,15:46:00,13,"fault in our stars"
2013-03-03,15:10:00,20,"fault in our stars"
2013-03-03,13:43:00,22,"fault in our stars"
2013-03-03,15:58:00,24,"fault in our stars"
2013-03-04,14:44:00,19,"fault in our stars"
2013-03-05,12:54:00,11,"fault in our stars"
2013-03-05,14:43:00,21,"fault in our stars"
2013-03-06,13:03:00,0,"fault in our stars"
2013-03-06,15:08:00,12,"fault in our stars"
2013-03-07,12:19:00,4,"fault in our stars"
2013-03-07,11:15:00,21,"fault in our stars"
2013-03-07,18:25:00,20,"fault in our stars"
2013-03-08,17:59:00,20,"fault in our stars"
2013-03-09,12:43:00,13,"fault in our stars"
2013-03-09,13:25:00,15,"fault in our stars"
2013-03-09,13:48:00,20,"fault in our stars"
2013-03-10,13:04:00,8,"fault in our stars"
2013-03-10,14:03:00,12,"fault in our stars"
2013-03-10,15:30:00,15,"fault in our stars"
2013-03-11,17:34:00,0,"fault in our stars"
2013-03-11,16:22:00,9,"fault in our stars"
2013-03-11,17:23:00,25,"fault in our stars"
2013-03-11,13:26:00,28,"fault in our stars"
2013-03-11,17:31:00,29,"fault in our stars"
2013-03-12,17:47:00,5,"fault in our stars"
2013-03-12,14:55:00,28,"fault in our stars"
2013-03-13,17:03:00,5,"fault in our stars"
2013-03-13,17:58:00,5,"fault in our stars"
2013-03-13,17:52:00,17,"fault in our stars"
2013-03-14,12:23:00,20,"fault in our stars"
2013-03-15,16:14:00,9,"fault in our stars"
2013-03-16,15:20:00,4,"fault in our stars"
2013-03-16,12:40:00,14,"fault in our stars"
2013-03-16,14:30:00,17,"fault in our stars"
2013-03-16,15:00:00,21,"fault in our stars"
2013-03-17,15:52:00,12,"fault in our stars"
2013-03-17,14:57:00,16,"fault in our stars"
2013-03-18,15:11:00,21,"fault in our stars"
2013-03-18,15:38:00,21,"fault in our stars"
2013-03-18,17:30:00,21,"fault in our stars"
2013-03-18,18:28:00,22,"fault in our stars"
2013-03-18,11:57:00,25,"fault in our stars"
2013-03-19,13:56:00,0,"fault in our stars"
2013-03-19,17:07:00,8,"fault in our stars"
2013-03-19,11:36:00,14,"fault in our stars"
2013-03-20,18:10:00,3,"fault in our stars"
2013-03-20,16:54:00,18,"fault in our stars"
2013-03-20,17:50:00,18,"fault in our stars"
2013-03-20,12:03:00,20,"fault in our stars"
2013-03-20,17:42:00,20,"fault in our stars"
2013-03-21,17:46:00,6,"fault in our stars"
2013-03-21,14:29:00,20,"fault in our stars"
2013-03-21,14:16:00,21,"fault in our stars"
2013-03-22,17:37:00,6,"fault in our stars"
2013-03-23,10:07:00,4,"fault in our stars"
2013-03-23,16:49:00,20,"fault in our stars"
2013-03-23,17:05:00,21,"fault in our stars"
2013-03-24,13:14:00,4,"fault in our stars"
2013-03-25,17:11:00,7,"fault in our stars"
2013-03-25,13:15:00,20,"fault in our stars"
2013-03-25,14:38:00,21,"fault in our stars"
2013-03-25,17:04:00,23,"fault in our stars"
2013-03-26,11:49:00,17,"fault in our stars"
2013-03-26,18:50:00,22,"fault in our stars"
2013-03-27,17:00:00,9,"fault in our stars"
2013-03-28,18:50:00,1,"fault in our stars"
2013-03-28,18:06:00,2,"fault in our stars"
2013-03-28,15:10:00,8,"fault in our stars"
2013-03-28,14:19:00,21,"fault in our stars"
2013-03-29,11:14:00,31,"fault in our stars"
2013-03-30,11:49:00,16,"fault in our stars"
2013-03-30,14:38:00,19,"fault in our stars"
2013-03-30,12:21:00,21,"fault in our stars"
2013-03-30,11:56:00,24,"fault in our stars"
2013-04-01,13:08:00,7,"fault in our stars"
2013-04-01,16:24:00,7,"fault in our stars"
2013-04-01,17:01:00,24,"fault in our stars"
2013-04-01,15:13:00,30,"fault in our stars"
2013-04-02,17:50:00,0,"fault in our stars"
2013-04-02,12:26:00,6,"fault in our stars"
2013-04-02,17:26:00,10,"fault in our stars"
2013-04-03,11:22:00,0,"fault in our stars"
2013-04-03,13:00:00,20,"fault in our stars"
2013-04-03,18:01:00,23,"fault in our stars"
2013-04-05,16:46:00,19,"fault in our stars"
2013-04-05,11:05:00,21,"fault in our stars"
2013-04-05,15:30:00,27,"fault in our stars"
2013-04-06,12:54:00,0,"fault in our stars"
2013-04-06,10:04:00,14,"fault in our stars"
2013-04-06,17:45:00,14,"fault in our stars"
2013-04-06,12:58:00,21,"fault in our stars"
2013-04-06,17:58:00,24,"fault in our stars"
2013-04-08,14:00:00,3,"fault in our stars"
2013-04-08,12:01:00,14,"fault in our stars"
2013-04-08,13:58:00,20,"fault in our stars"
2013-04-10,13:58:00,6,"fault in our stars"
2013-04-11,18:47:00,0,"fault in our stars"
2013-04-11,17:16:00,8,"fault in our stars"
2013-04-11,17:30:00,8,"fault in our stars"
2013-04-11,14:32:00,20,"fault in our stars"
2013-04-11,18:07:00,20,"fault in our stars"
2013-04-11,11:39:00,21,"fault in our stars"
2013-04-11,18:20:00,22,"fault in our stars"
2013-04-11,15:22:00,33,"fault in our stars"
2013-04-12,15:04:00,14,"fault in our stars"
2013-04-12,17:32:00,17,"fault in our stars"
2013-04-13,13:47:00,9,"fault in our stars"
2013-04-13,15:11:00,16,"fault in our stars"
2013-04-13,13:50:00,28,"fault in our stars"
2013-04-14,13:39:00,8,"fault in our stars"
2013-04-15,18:31:00,7,"fault in our stars"
2013-04-15,16:48:00,15,"fault in our stars"
2013-04-15,16:42:00,17,"fault in our stars"
2013-04-15,16:27:00,18,"fault in our stars"
2013-04-15,17:39:00,19,"fault in our stars"
2013-04-15,11:09:00,21,"fault in our stars"
2013-04-15,10:23:00,21,"fault in our stars"
2013-04-15,14:43:00,22,"fault in our stars"
2013-04-15,19:52:00,23,"fault in our stars"
2013-04-15,17:40:00,31,"fault in our stars"
2013-04-16,16:21:00,13,"fault in our stars"
2013-04-17,14:03:00,9,"fault in our stars"
2013-04-17,10:27:00,12,"fault in our stars"
2013-04-17,16:00:00,19,"fault in our stars"
2013-04-17,15:56:00,69,"fault in our stars"
2013-04-18,16:03:00,10,"fault in our stars"
2013-04-19,10:57:00,21,"fault in our stars"
2013-04-20,16:37:00,11,"fault in our stars"
2013-04-20,14:38:00,11,"fault in our stars"
2013-04-20,17:48:00,18,"fault in our stars"
2013-04-20,12:48:00,21,"fault in our stars"
2013-04-20,14:52:00,78,"fault in our stars"
2013-04-21,13:18:00,5,"fault in our stars"
2013-04-21,15:05:00,16,"fault in our stars"
2013-04-21,13:35:00,22,"fault in our stars"
2013-04-21,13:59:00,24,"fault in our stars"
2013-04-22,13:44:00,13,"fault in our stars"
2013-04-22,17:08:00,14,"fault in our stars"
2013-04-22,12:41:00,21,"fault in our stars"
2013-04-22,13:15:00,21,"fault in our stars"
2013-04-23,12:57:00,8,"fault in our stars"
2013-04-23,17:54:00,8,"fault in our stars"
2013-04-23,13:31:00,20,"fault in our stars"
2013-04-23,17:19:00,44,"fault in our stars"
2013-04-24,19:18:00,2,"fault in our stars"
2013-04-25,15:45:00,7,"fault in our stars"
2013-04-25,17:26:00,7,"fault in our stars"
2013-04-26,12:17:00,2,"fault in our stars"
2013-04-26,14:39:00,20,"fault in our stars"
2013-04-27,14:03:00,1,"fault in our stars"
2013-04-27,13:44:00,19,"fault in our stars"
2013-04-27,12:32:00,19,"fault in our stars"
2013-04-27,14:43:00,21,"fault in our stars"
2013-04-28,15:33:00,23,"fault in our stars"
2013-04-29,16:43:00,32,"fault in our stars"
2013-04-30,12:40:00,8,"fault in our stars"
2013-04-30,16:36:00,11,"fault in our stars"
2013-04-30,16:18:00,15,"fault in our stars"
2013-04-30,12:50:00,17,"fault in our stars"
2013-05-01,15:55:00,37,"fault in our stars"
2013-05-02,13:59:00,1,"fault in our stars"
2013-05-02,16:02:00,9,"fault in our stars"
2013-05-02,16:56:00,12,"fault in our stars"
2013-05-02,11:21:00,21,"fault in our stars"
2013-05-02,12:28:00,32,"fault in our stars"
2013-05-03,17:58:00,0,"fault in our stars"
2013-05-03,17:22:00,19,"fault in our stars"
2013-05-05,13:12:00,5,"fault in our stars"
2013-05-05,15:04:00,8,"fault in our stars"
2013-05-05,13:54:00,12,"fault in our stars"
2013-05-05,15:23:00,17,"fault in our stars"
2013-05-06,13:06:00,14,"fault in our stars"
2013-05-06,13:51:00,22,"fault in our stars"
2013-05-07,12:48:00,3,"fault in our stars"
2013-05-07,12:55:00,10,"fault in our stars"
2013-05-07,14:17:00,17,"fault in our stars"
2013-05-07,12:20:00,19,"fault in our stars"
2013-05-07,12:02:00,21,"fault in our stars"
2013-05-07,17:19:00,23,"fault in our stars"
2013-05-07,12:08:00,27,"fault in our stars"
2013-05-07,10:59:00,34,"fault in our stars"
2013-05-08,16:32:00,30,"fault in our stars"
2013-05-09,16:26:00,11,"fault in our stars"
2013-05-09,16:43:00,13,"fault in our stars"
2013-05-09,10:48:00,17,"fault in our stars"
2013-05-09,11:45:00,19,"fault in our stars"
2013-05-09,17:02:00,23,"fault in our stars"
2013-05-10,12:56:00,28,"fault in our stars"
2013-05-11,15:15:00,20,"fault in our stars"
2013-05-11,12:14:00,20,"fault in our stars"
2013-05-11,14:16:00,28,"fault in our stars"
2013-05-12,16:46:00,26,"fault in our stars"
2013-05-13,13:30:00,0,"fault in our stars"
2013-05-13,16:19:00,9,"fault in our stars"
2013-05-13,19:47:00,21,"fault in our stars"
2013-05-14,18:56:00,6,"fault in our stars"
2013-05-14,19:10:00,20,"fault in our stars"
2013-05-15,17:57:00,14,"fault in our stars"
2013-05-15,16:57:00,17,"fault in our stars"
2013-05-15,13:40:00,21,"fault in our stars"
2013-05-15,15:38:00,25,"fault in our stars"
2013-05-15,13:46:00,35,"fault in our stars"
2013-05-16,16:10:00,18,"fault in our stars"
2013-05-16,10:24:00,20,"fault in our stars"
2013-05-16,13:50:00,21,"fault in our stars"
2013-05-16,13:24:00,21,"fault in our stars"
2013-05-17,15:32:00,12,"fault in our stars"
2013-05-17,17:02:00,30,"fault in our stars"
2013-05-18,14:11:00,10,"fault in our stars"
2013-05-18,12:37:00,11,"fault in our stars"
2013-05-18,15:04:00,17,"fault in our stars"
2013-05-18,13:02:00,18,"fault in our stars"
2013-05-18,12:40:00,19,"fault in our stars"
2013-05-18,16:16:00,20,"fault in our stars"
2013-05-18,11:11:00,21,"fault in our stars"
2013-05-19,13:31:00,23,"fault in our stars"
2013-05-20,15:32:00,31,"fault in our stars"
2013-05-21,15:07:00,0,"fault in our stars"
2013-05-21,19:15:00,20,"fault in our stars"
2013-05-22,15:54:00,12,"fault in our stars"
2013-05-22,19:07:00,13,"fault in our stars"
2013-05-23,13:39:00,5,"fault in our stars"
2013-05-23,12:22:00,14,"fault in our stars"
2013-05-24,15:56:00,13,"fault in our stars"
2013-05-24,13:06:00,34,"fault in our stars"
2013-05-25,13:34:00,21,"fault in our stars"
2013-05-25,17:50:00,20,"fault in our stars"
2013-05-25,17:51:00,20,"fault in our stars"
2013-05-26,13:52:00,0,"fault in our stars"
2013-05-26,15:17:00,10,"fault in our stars"
2013-05-26,16:16:00,13,"fault in our stars"
2013-05-28,12:15:00,6,"fault in our stars"
2013-05-28,18:08:00,17,"fault in our stars"
2013-05-28,13:49:00,19,"fault in our stars"
2013-05-28,15:48:00,19,"fault in our stars"
2013-05-28,11:30:00,20,"fault in our stars"
